Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url,Per-Sqft
Teres Setingkat Taman Sri Mahsan Bahau UNTUK DIJUAL,Houses,185000,3,2,1200,Bahau,"Feb 13, 23:05",https://www.mudah.my/Teres+Setingkat+Taman+Sri+Mahsan+Bahau+UNTUK+DIJUAL-88690822.htm,154.16666666666666
Below market nice kitchen cabinet 1 storey terrace taman nusa intan,Houses,355000,4,2,1540,Senawang,"Feb 13, 23:00",https://www.mudah.my/Below+market+nice+kitchen+cabinet+1+storey+terrace+taman+nusa+intan-88617485.htm,230.5194805194805
"LUAS 24' X 75' | Terrace House Symphony S2 Heights, Seremban",Houses,470000,4,3,2255,Seremban,"Feb 13, 22:40",https://www.mudah.my/LUAS+24+X+75+Terrace+House+Symphony+S2+Heights+Seremban-88643099.htm,208.42572062084258
"Taman iringan bayu, mambau, seremban rumah teres 2 tingkat",Houses,390000,4,4,1600,Seremban,"Feb 13, 22:35",https://www.mudah.my/Taman+iringan+bayu+mambau+seremban+rumah+teres+2+tingkat-88666549.htm,243.75
Bungalow on one acre of orchard,Houses,2100000,5,5,5000,Nilai,"Feb 13, 22:32",https://www.mudah.my/Bungalow+on+one+acre+of+orchard-86050789.htm,420.0
Taman Desa Jasmin,Houses,350000,4,2,1540,Nilai,"Feb 13, 22:28",https://www.mudah.my/Taman+Desa+Jasmin-88690600.htm,227.27272727272728
"[RENOVAED] 2-Storey CORNER Terrace, Laman Dillenia, Nilai Impian",Houses,730000,4,4,3300,Nilai,"Feb 13, 22:15",https://www.mudah.my/+RENOVAED+2+Storey+CORNER+Terrace+Laman+Dillenia+Nilai+Impian-85761201.htm,221.21212121212122
MURAH RENOVATED Rumah Teres Satu Tingkat Nusari Bayu Sendayan,Houses,240000,3,2,1400,Seremban,"Feb 13, 22:15",https://www.mudah.my/MURAH+RENOVATED+Rumah+Teres+Satu+Tingkat+Nusari+Bayu+Sendayan-87245197.htm,171.42857142857142
"(Facing open) Double Storey Symphony S2 Heights, Seremban",Houses,470000,4,3,2255,Seremban,"Feb 13, 22:10",https://www.mudah.my/+Facing+open+Double+Storey+Symphony+S2+Heights+Seremban-88607089.htm,208.42572062084258
Single Storey Taman Gadong Jaya (Harga Murah),Houses,210000,3,2,860,Labu,"Feb 13, 22:07",https://www.mudah.my/Single+Storey+Taman+Gadong+Jaya+Harga+Murah+-88690378.htm,244.1860465116279
"Single Storey Semi Detached, Taman Tuanku Jaafar, Senawang",Houses,410000,3,2,2805,Senawang,"Feb 13, 21:42",https://www.mudah.my/Single+Storey+Semi+Detached+Taman+Tuanku+Jaafar+Senawang-88690098.htm,146.1675579322638
Bungalow Single Storey Mahkota Hill (Facing Open),Houses,420000,4,2,4000,Lenggeng,"Feb 13, 21:35",https://www.mudah.my/Bungalow+Single+Storey+Mahkota+Hill+Facing+Open+-88610197.htm,105.0
"Tiara Sendayan Gadong Jaya Labu (Freehold, like new House)",Houses,420000,4,3,1500,Seremban,"Feb 13, 21:24",https://www.mudah.my/Tiara+Sendayan+Gadong+Jaya+Labu+Freehold+like+new+House+-88689848.htm,280.0
Banglo rumah rakyat panchor seremban,Houses,260000,3,1,3680,Senawang,"Feb 13, 21:22",https://www.mudah.my/Banglo+rumah+rakyat+panchor+seremban-88689818.htm,70.65217391304348
"[Facing Open] Double Storey Taman Nada Alam 1, Mantin Nilai",Houses,520000,4,4,2366,Nilai,"Feb 13, 21:10",https://www.mudah.my/+Facing+Open+Double+Storey+Taman+Nada+Alam+1+Mantin+Nilai-88689551.htm,219.78021978021977
WTS➡️[CORNER LOT] [2-STOREY] [TAMAM SURIAMAN 2],Houses,690000,4,3,2000,Seremban,"Feb 13, 21:05",https://www.mudah.my/WTS+CORNER+LOT+2+STOREY+TAMAM+SURIAMAN+2+-88689473.htm,345.0
FULLY FURNISHED Semi-D Marrakech Twin Villa Kota Seriemas Nilai,Houses,650000,4,3,3600,Nilai,"Feb 13, 20:50",https://www.mudah.my/FULLY+FURNISHED+Semi+D+Marrakech+Twin+Villa+Kota+Seriemas+Nilai-88611047.htm,180.55555555555554
"Single storey , Taman Bagan Jimah",Houses,250000,3,2,1200,Port Dickson,"Feb 13, 20:45",https://www.mudah.my/Single+storey+Taman+Bagan+Jimah-88689258.htm,208.33333333333334
Double Storey Corner House Bandar Sri Sendayan,Houses,630000,5,3,3500,Seremban,"Feb 13, 20:36",https://www.mudah.my/Double+Storey+Corner+House+Bandar+Sri+Sendayan-86035285.htm,180.0
Rumah untuk dijual,Houses,200000,3,2,1200,Seremban,"Feb 13, 20:35",https://www.mudah.my/Rumah+untuk+dijual-84200907.htm,166.66666666666666
Renovated - Negotiable | Corner Lot Double Storey Taman Pulai Impian,Houses,520000,4,2,2830,Seremban,"Feb 13, 20:20",https://www.mudah.my/Renovated+Negotiable+Corner+Lot+Double+Storey+Taman+Pulai+Impian-88528380.htm,183.74558303886926
Taman Paroi Jaya Seremban Single Storey,Houses,285000,3,2,1760,Seremban,"Feb 13, 20:12",https://www.mudah.my/Taman+Paroi+Jaya+Seremban+Single+Storey-88441364.htm,161.9318181818182
NON BUMI UNIT | Precint 6 Warisan Puteri Value Buy,Houses,450000,4,3,1400,Seremban,"Feb 13, 20:00",https://www.mudah.my/NON+BUMI+UNIT+Precint+6+Warisan+Puteri+Value+Buy-86812737.htm,321.42857142857144
Townhouse Fully Renovated Jati Heights Nilai,Houses,450000,4,3,1900,Nilai,"Feb 13, 19:48",https://www.mudah.my/Townhouse+Fully+Renovated+Jati+Heights+Nilai-88688474.htm,236.8421052631579
Double Storey Terrace House Astana Tiara Sendayan,Houses,420000,4,3,2000,Seremban,"Feb 13, 19:44",https://www.mudah.my/Double+Storey+Terrace+House+Astana+Tiara+Sendayan-88688435.htm,210.0
Seremban 2 S2 Double Storey Monthly Rm1500,Houses,388000,4,3,1400,Seremban,"Feb 13, 19:40",https://www.mudah.my/Seremban+2+S2+Double+Storey+Monthly+Rm1500-88657510.htm,277.14285714285717
"[LOW BOOKING+FREEHOLD] Taman Nada Alam, Double Storey, Nilai, Pajam",Houses,480000,4,4,2412,Nilai,"Feb 13, 19:19",https://www.mudah.my/+LOW+BOOKING+FREEHOLD+Taman+Nada+Alam+Double+Storey+Nilai+Pajam-86638948.htm,199.00497512437812
[CORNER LOT] Single Storey Denai Timur Bandar Enstek Nilai N.Sembilan,Houses,440000,3,2,3103,Nilai,"Feb 13, 19:15",https://www.mudah.my/+CORNER+LOT+Single+Storey+Denai+Timur+Bandar+Enstek+Nilai+N+Sembilan-88688080.htm,141.79825974863036
"Corner lot Single Storey Terrace, Taman Bandar Ekar, Rantau",Houses,318000,3,2,3010,Rantau,"Feb 13, 19:06",https://www.mudah.my/Corner+lot+Single+Storey+Terrace+Taman+Bandar+Ekar+Rantau-88609843.htm,105.64784053156146
"[22x75 & BUMI LOT] Lyrica Seremban 2 Heights,Single Storey, Seremban 2",Houses,415000,3,2,1650,Seremban,"Feb 13, 19:05",https://www.mudah.my/+22x75+BUMI+LOT+Lyrica+Seremban+2+Heights+Single+Storey+Seremban+2-88688010.htm,251.5151515151515
Single Storey END LOT Taman Nusari Bayu,Houses,250000,3,2,1400,Seremban,"Feb 13, 18:50",https://www.mudah.my/Single+Storey+END+LOT+Taman+Nusari+Bayu-87059536.htm,178.57142857142858
Double Storey Taman Greet Street Homes Seremban 2,Houses,690000,4,3,3638,Seremban,"Feb 13, 18:30",https://www.mudah.my/Double+Storey+Taman+Greet+Street+Homes+Seremban+2-82994551.htm,189.6646509070918
Full loan & No Deposit House for Sale Balinese Bungalow,Houses,1485000,6,3,6000,Seremban,"Feb 13, 18:25",https://www.mudah.my/Full+loan+No+Deposit+House+for+Sale+Balinese+Bungalow-88609332.htm,247.5
(Direct Owner)SemiD Setingkat Taman Senawang Jaya,Houses,360000,4,2,4004,Senawang,"Feb 13, 17:45",https://www.mudah.my/+Direct+Owner+SemiD+Setingkat+Taman+Senawang+Jaya-88687150.htm,89.91008991008991
Corner Lot Freehold Single Storey Denai Timur Bandar Enstek Nilai,Houses,440000,3,2,3103,Nilai,"Feb 13, 17:40",https://www.mudah.my/Corner+Lot+Freehold+Single+Storey+Denai+Timur+Bandar+Enstek+Nilai-88050005.htm,141.79825974863036
Newly refurbished house bahau,Houses,220000,3,2,1650,Jempol,"Feb 13, 17:06",https://www.mudah.my/Newly+refurbished+house+bahau-88686637.htm,133.33333333333334
"[Facing Padang] Teres 2 Tingkat Taman Semarak, NILAI",Houses,370000,4,3,1800,Nilai,"Feb 13, 16:40",https://www.mudah.my/+Facing+Padang+Teres+2+Tingkat+Taman+Semarak+NILAI-88476343.htm,205.55555555555554
2 Storey Laman Mawar Indah 2 Kota Seriemas NILAI,Houses,495000,4,4,1727,Nilai,"Feb 13, 16:40",https://www.mudah.my/2+Storey+Laman+Mawar+Indah+2+Kota+Seriemas+NILAI-88382585.htm,286.62420382165607
[CORNER] Single Storey House Taman Mutiara Galla (Labu | Seremban),Houses,450000,3,2,3088,Seremban,"Feb 13, 16:05",https://www.mudah.my/+CORNER+Single+Storey+House+Taman+Mutiara+Galla+Labu+Seremban+-88685623.htm,145.72538860103626
Brand New Double Storey Bungalow In Senawang Perdana,Houses,650000,6,4,4000,Senawang,"Feb 13, 16:03",https://www.mudah.my/Brand+New+Double+Storey+Bungalow+In+Senawang+Perdana-87451584.htm,162.5
New Unit Rimbun Irama S2 Heights Double Storey,Houses,610000,4,3,1400,Seremban,"Feb 13, 15:51",https://www.mudah.my/New+Unit+Rimbun+Irama+S2+Heights+Double+Storey-86073514.htm,435.7142857142857
"Laman Delfina, Nilai Impian [Freehold] [Good environment]",Houses,470000,4,3,1650,Nilai,"Feb 13, 15:49",https://www.mudah.my/Laman+Delfina+Nilai+Impian+Freehold+Good+environment+-88685593.htm,284.8484848484849
2 Storey House Nilai | 4R3B Freehold | Full Loan Cash Back,Houses,400000,4,3,2400,Nilai,"Feb 13, 15:45",https://www.mudah.my/2+Storey+House+Nilai+4R3B+Freehold+Full+Loan+Cash+Back-77163032.htm,166.66666666666666
Nice Double Storey Terrace House In S3 for Sale,Houses,350000,4,3,1400,Seremban,"Feb 13, 15:45",https://www.mudah.my/Nice+Double+Storey+Terrace+House+In+S3+for+Sale-87448542.htm,250.0
Renovated Double Storey Terrace House In Taman Merpati For Sale,Houses,449000,4,3,1540,Seremban,"Feb 13, 15:45",https://www.mudah.my/Renovated+Double+Storey+Terrace+House+In+Taman+Merpati+For+Sale-87448090.htm,291.5584415584416
Renovated Double Storey Terrace In Rahang Forest Height Precinct 4,Houses,485000,4,3,1540,Seremban,"Feb 13, 15:45",https://www.mudah.my/Renovated+Double+Storey+Terrace+In+Rahang+Forest+Height+Precinct+4-87446498.htm,314.93506493506493
[Corner Unit][Fully Renovated] Single Story Taman Gadong Jaya Labu,Houses,470000,3,4,1845,Labu,"Feb 13, 15:45",https://www.mudah.my/+Corner+Unit+Fully+Renovated+Single+Story+Taman+Gadong+Jaya+Labu-88606113.htm,254.74254742547424
Double Storey Terrace House In S2 garden Avenue For Sale,Houses,280000,4,3,1080,Seremban,"Feb 13, 15:45",https://www.mudah.my/Double+Storey+Terrace+House+In+S2+garden+Avenue+For+Sale-87447894.htm,259.25925925925924
"[Renovated+Fully Furnished] Double/2-Storey Bungalow,Laman Lili Nilai",Houses,888000,6,5,4919,Nilai,"Feb 13, 15:30",https://www.mudah.my/+Renovated+Fully+Furnished+Double+2+Storey+Bungalow+Laman+Lili+Nilai-88685164.htm,180.52449684895305
"2Storey intermediate, on high ground,with no house",Houses,580000,4,4,1540,Seremban,"Feb 13, 15:25",https://www.mudah.my/2Storey+intermediate+on+high+ground+with+no+house-88625649.htm,376.6233766233766
Not facing other house,Houses,250000,3,2,1539,Bahau,"Feb 13, 15:10",https://www.mudah.my/Not+facing+other+house-86828585.htm,162.44314489928524
Double storey bungalow rasah kemayan seremban 2 negeri sembilan,Houses,650000,5,4,5600,Seremban,"Feb 13, 14:30",https://www.mudah.my/Double+storey+bungalow+rasah+kemayan+seremban+2+negeri+sembilan-88604459.htm,116.07142857142857
[Extended] Double Storey Taman Desa Pinggiran Bayu Mantin For Sale!,Houses,270000,3,2,883,Lenggeng,"Feb 13, 14:25",https://www.mudah.my/+Extended+Double+Storey+Taman+Desa+Pinggiran+Bayu+Mantin+For+Sale+-88684290.htm,305.7757644394111
FACING OPEN SPACE | NEGO 2 Storey Intermediate Taman Oakland Seremban,Houses,360000,4,3,1466,Seremban,"Feb 13, 14:05",https://www.mudah.my/FACING+OPEN+SPACE+NEGO+2+Storey+Intermediate+Taman+Oakland+Seremban-88670911.htm,245.56616643929058
Freehold Single Storey Taman Kien Yap Port Dickson,Houses,237000,4,1,1496,Port Dickson,"Feb 13, 13:58",https://www.mudah.my/Freehold+Single+Storey+Taman+Kien+Yap+Port+Dickson-87055543.htm,158.42245989304814
Double Storey Taman Bahau Untuk Dijual,Houses,260000,4,3,2200,Bahau,"Feb 13, 13:57",https://www.mudah.my/Double+Storey+Taman+Bahau+Untuk+Dijual-85806968.htm,118.18181818181819
Booking Percuma Teres Setingkat Mahsan,Houses,227700,3,2,1250,Bahau,"Feb 13, 13:56",https://www.mudah.my/Booking+Percuma+Teres+Setingkat+Mahsan-85243567.htm,182.16
"Taman Desa PD Fasa 1, Port Dickson / Rantau",Houses,135000,3,2,800,Port Dickson,"Feb 13, 13:45",https://www.mudah.my/Taman+Desa+PD+Fasa+1+Port+Dickson+Rantau-88683634.htm,168.75
Teres 1 Tingkat Taman Desa Jasmin Bandar Baru Nilai Below Market,Houses,290000,3,2,1540,Nilai,"Feb 13, 13:44",https://www.mudah.my/Teres+1+Tingkat+Taman+Desa+Jasmin+Bandar+Baru+Nilai+Below+Market-88683808.htm,188.3116883116883
"Double Storey Terrace Taman Alamanda, Senawang",Houses,280000,3,3,1460,Senawang,"Feb 13, 13:30",https://www.mudah.my/Double+Storey+Terrace+Taman+Alamanda+Senawang-87104140.htm,191.78082191780823
Semi-d double storey nilai impian near nilai 3 usim negeri sembilan,Houses,799990,5,4,5010,Nilai,"Feb 13, 13:15",https://www.mudah.my/Semi+d+double+storey+nilai+impian+near+nilai+3+usim+negeri+sembilan-88683110.htm,159.67864271457086
"[BELOW MV, FLEXIBLE BOOKING] Single Storey Taman Jasper Jaya, Seremban",Houses,245000,3,2,1300,Seremban,"Feb 13, 12:50",https://www.mudah.my/+BELOW+MV+FLEXIBLE+BOOKING+Single+Storey+Taman+Jasper+Jaya+Seremban-88682708.htm,188.46153846153845
"[CORNER LOT]2 Storey Bungalow at Rasah Kemayan, Seremban 2",Houses,880000,5,3,6800,Seremban,"Feb 13, 12:50",https://www.mudah.my/+CORNER+LOT+2+Storey+Bungalow+at+Rasah+Kemayan+Seremban+2-88556527.htm,129.41176470588235
Corner Lot Bungalow Lot Mahkota Hills,Houses,540000,4,2,1500,Lenggeng,"Feb 13, 12:46",https://www.mudah.my/Corner+Lot+Bungalow+Lot+Mahkota+Hills-88682906.htm,360.0
"[BOOKING 1K ONLY+FREEHOLD] Taman Foursea, Single Storey, Port Dickson",Houses,295000,3,2,1540,Port Dickson,"Feb 13, 12:45",https://www.mudah.my/+BOOKING+1K+ONLY+FREEHOLD+Taman+Foursea+Single+Storey+Port+Dickson-88682650.htm,191.55844155844156
(BRAND NEW) Semi D Taman Warisan Puteri Seremban,Houses,450000,4,3,2800,Seremban,"Feb 13, 12:45",https://www.mudah.my/+BRAND+NEW+Semi+D+Taman+Warisan+Puteri+Seremban-85186203.htm,160.71428571428572
"[BOOKING 1K+BUMI LOT] Taman Seremban 3, Single Storey, Seremban 3",Houses,290000,3,2,1300,Seremban,"Feb 13, 12:45",https://www.mudah.my/+BOOKING+1K+BUMI+LOT+Taman+Seremban+3+Single+Storey+Seremban+3-88682671.htm,223.07692307692307
"Seremban,Taman Rasah Jaya,Single storey, END LOT+FREEHOLD+RENOVATE",Houses,250000,3,2,1400,Seremban,"Feb 13, 12:25",https://www.mudah.my/Seremban+Taman+Rasah+Jaya+Single+storey+END+LOT+FREEHOLD+RENOVATE-88682338.htm,178.57142857142858
[💥CORNER LOT💥] DOUBLE STOREY TERRACE BANDAR ENSTEK EMBUN NILAI,Houses,550000,4,3,2723,Nilai,"Feb 13, 12:24",https://www.mudah.my/+CORNER+LOT+DOUBLE+STOREY+TERRACE+BANDAR+ENSTEK+EMBUN+NILAI-88682564.htm,201.98310686742565
"Seremban, Taman Sendayan Indah, Single Storey,+FREEHOLD+RENOVATE",Houses,240000,3,2,1302,Seremban,"Feb 13, 12:05",https://www.mudah.my/Seremban+Taman+Sendayan+Indah+Single+Storey+FREEHOLD+RENOVATE-86385918.htm,184.33179723502303
Citra Hill Residency Nilai Freehold Nonbumi,Houses,278000,3,2,1030,Nilai,"Feb 13, 12:05",https://www.mudah.my/Citra+Hill+Residency+Nilai+Freehold+Nonbumi-85482278.htm,269.90291262135923
"Nilai, Starz Valley Studio Unit for Sale Fully Furnished",Houses,185000,1,1,337,Nilai,"Feb 13, 12:02",https://www.mudah.my/Nilai+Starz+Valley+Studio+Unit+for+Sale+Fully+Furnished-88682188.htm,548.9614243323442
NICE HOUSE👌🤩 Taman Nada Alam 71700 Mantin Negeri Sembilan,Houses,450000,4,2,1540,Mantin,"Feb 13, 12:00",https://www.mudah.my/NICE+HOUSE+Taman+Nada+Alam+71700+Mantin+Negeri+Sembilan-87984224.htm,292.2077922077922
"Senawang, Taman Desa Melor Indah, SEMI-D, BELOW MARKET+NICE",Houses,590000,4,3,3872,Senawang,"Feb 13, 11:54",https://www.mudah.my/Senawang+Taman+Desa+Melor+Indah+SEMI+D+BELOW+MARKET+NICE-87255084.htm,152.37603305785123
"1STY NEAR UITM, TAMAN SEREMBAN 3, SEREMBAN. Below Value",Houses,275000,3,2,1300,Seremban,"Feb 13, 11:50",https://www.mudah.my/1STY+NEAR+UITM+TAMAN+SEREMBAN+3+SEREMBAN+Below+Value-88677611.htm,211.53846153846155
Non Bumi Taman Pulai Perdana Sikamat Seremban,Houses,495000,4,3,1540,Seremban,"Feb 13, 11:44",https://www.mudah.my/Non+Bumi+Taman+Pulai+Perdana+Sikamat+Seremban-88681779.htm,321.42857142857144
ENDLOT WITH LAND Single Storey Batu 10 Labu,Houses,200000,2,1,1033,Labu,"Feb 13, 11:31",https://www.mudah.my/ENDLOT+WITH+LAND+Single+Storey+Batu+10+Labu-82921515.htm,193.6108422071636
Rumah corner murah menarik,Houses,390000,4,2,2745,Port Dickson,"Feb 13, 11:30",https://www.mudah.my/Rumah+corner+murah+menarik-88430682.htm,142.07650273224044
"[NEGOTIABLE]Double Storey , Astana Tiara, Sendayan N9",Houses,420000,4,3,2000,Seremban,"Feb 13, 11:15",https://www.mudah.my/+NEGOTIABLE+Double+Storey+Astana+Tiara+Sendayan+N9-88681129.htm,210.0
[corner lot] partial furnished 2 storey tmn lavender heights seremban,Houses,610000,4,3,3380,Seremban,"Feb 13, 10:50",https://www.mudah.my/+corner+lot+partial+furnished+2+storey+tmn+lavender+heights+seremban-88311458.htm,180.47337278106508
[FREEHOLD][NEW] Teres 1 Tingkat FOR SALE di TMN SERI ALAM Batu Kikir,Houses,245000,3,2,1400,Batu Kikir,"Feb 13, 10:39",https://www.mudah.my/+FREEHOLD+NEW+Teres+1+Tingkat+FOR+SALE+di+TMN+SERI+ALAM+Batu+Kikir-87442078.htm,175.0
Ready built double storey new,Houses,405000,4,3,2248,Mantin,"Feb 13, 10:37",https://www.mudah.my/Ready+built+double+storey+new-87484239.htm,180.16014234875445
Bukit Kepayang Seremban Two and a half storey semi d below market,Houses,829000,5,4,2800,Seremban,"Feb 13, 10:30",https://www.mudah.my/Bukit+Kepayang+Seremban+Two+and+a+half+storey+semi+d+below+market-88038243.htm,296.07142857142856
"TERMURAH! Double Storey Terrace Bandar Ainsdale , Seremban End lot",Houses,365000,3,3,1207,Seremban,"Feb 13, 10:10",https://www.mudah.my/TERMURAH+Double+Storey+Terrace+Bandar+Ainsdale+Seremban+End+lot-88163360.htm,302.4026512013256
Teres Setingkat Tiara Sendayan Seremban,Houses,375000,3,2,1250,Seremban,"Feb 13, 10:10",https://www.mudah.my/Teres+Setingkat+Tiara+Sendayan+Seremban-88680253.htm,300.0
"Single storey taman clonlee , tampin",Houses,164000,3,2,1200,Tampin,"Feb 13, 10:07",https://www.mudah.my/Single+storey+taman+clonlee+tampin-87397560.htm,136.66666666666666
"TERMURAH Double Storey Acacia Park, Bandar Baru Nilai SEBELAH USIM",Houses,455000,4,3,1549,Nilai,"Feb 13, 09:55",https://www.mudah.my/TERMURAH+Double+Storey+Acacia+Park+Bandar+Baru+Nilai+SEBELAH+USIM-87097733.htm,293.7378954163977
Freehold Single Storey Bungalow Bandar Tasik Senangin Lenggeng,Houses,380000,3,2,4000,Lenggeng,"Feb 13, 09:49",https://www.mudah.my/Freehold+Single+Storey+Bungalow+Bandar+Tasik+Senangin+Lenggeng-87213001.htm,95.0
"Single Storey Terrace Corner Lot, Nusari Aman 2, Bandar Sri Sendayan",Houses,430000,3,2,3853,Seremban,"Feb 13, 09:48",https://www.mudah.my/Single+Storey+Terrace+Corner+Lot+Nusari+Aman+2+Bandar+Sri+Sendayan-88680157.htm,111.60134959771607
(DEPOSIT FLEXIBLE) CORNER LOT 2 Storey Laman Bakawali Kota Seriemas,Houses,500000,4,3,2799,Nilai,"Feb 13, 09:48",https://www.mudah.my/+DEPOSIT+FLEXIBLE+CORNER+LOT+2+Storey+Laman+Bakawali+Kota+Seriemas-88680153.htm,178.63522686673812
Projek baru rumah 2 tingkat nilai (murah),Houses,379810,4,3,1400,Nilai,"Feb 13, 09:30",https://www.mudah.my/Projek+baru+rumah+2+tingkat+nilai+murah+-86718979.htm,271.29285714285714
"[BELOW MARKET] 2sty, Taman Akasia, Mantin, Freehold",Houses,265000,4,3,1600,Mantin,"Feb 13, 09:10",https://www.mudah.my/+BELOW+MARKET+2sty+Taman+Akasia+Mantin+Freehold-87468266.htm,165.625
{ FREEHOLD LAND AREA 5010sf } 2 stry Semi D Jalan Kekwa 1 Nilai Impian,Houses,785000,5,4,5010,Nilai,"Feb 13, 09:02",https://www.mudah.my/+FREEHOLD+LAND+AREA+5010sf+2+stry+Semi+D+Jalan+Kekwa+1+Nilai+Impian-79496313.htm,156.686626746507
New Completed Double Storey Semi D in Lukut Town (Below Market Price),Houses,599999,5,4,2569,Port Dickson,"Feb 13, 09:00",https://www.mudah.my/New+Completed+Double+Storey+Semi+D+in+Lukut+Town+Below+Market+Price+-88445575.htm,233.55352277150644
HARGA TURUN TANAH EXTRA END LOT Double Storey Lestari Timur Enstek,Houses,495000,4,3,2307,Nilai,"Feb 13, 08:46",https://www.mudah.my/HARGA+TURUN+TANAH+EXTRA+END+LOT+Double+Storey+Lestari+Timur+Enstek-88679275.htm,214.56436931079324
BRAND NEW | FACING OPEN | 2 Storey Terrace House Taman Tiara Sendayan,Houses,450000,4,3,1900,Seremban,"Feb 13, 08:45",https://www.mudah.my/BRAND+NEW+FACING+OPEN+2+Storey+Terrace+House+Taman+Tiara+Sendayan-88679264.htm,236.8421052631579
"(MURAH) Bunglow Impiana Villa, Nilai 71800, Negeri Sembilan",Houses,960000,5,4,5155,Nilai,"Feb 13, 08:30",https://www.mudah.my/+MURAH+Bunglow+Impiana+Villa+Nilai+71800+Negeri+Sembilan-88678896.htm,186.22696411251212
Semi D Taman Tasik Jaya Senawang.Negeri Sembilan,Houses,420000,4,3,2077,Senawang,"Feb 13, 08:26",https://www.mudah.my/Semi+D+Taman+Tasik+Jaya+Senawang+Negeri+Sembilan-88679017.htm,202.21473278767454
(BRAND NEW) FREEHOLD GUARDED 2 Storey D’Mayang Sari Erora Seri Pajam,Houses,595000,4,4,2697,Nilai,"Feb 13, 08:10",https://www.mudah.my/+BRAND+NEW+FREEHOLD+GUARDED+2+Storey+D+Mayang+Sari+Erora+Seri+Pajam-88678694.htm,220.61549870226176
(DEPOSIT FLEXIBLE) FREEHOLD BUNGALOW 1Storey Taman Senimas Kuala Pilah,Houses,400000,4,2,4004,Kuala Pilah,"Feb 13, 08:10",https://www.mudah.my/+DEPOSIT+FLEXIBLE+FREEHOLD+BUNGALOW+1Storey+Taman+Senimas+Kuala+Pilah-88678692.htm,99.9000999000999
Rumah Teres Satu Tingkat Taman Medang Mantin,Houses,260000,3,2,1500,Mantin,"Feb 13, 06:45",https://www.mudah.my/Rumah+Teres+Satu+Tingkat+Taman+Medang+Mantin-88678238.htm,173.33333333333334
"2 Storey Terrace Nada Alam 3C, Pajam",Houses,580000,4,4,1760,Mantin,"Feb 13, 02:45",https://www.mudah.my/2+Storey+Terrace+Nada+Alam+3C+Pajam-88595663.htm,329.54545454545456
NEGOTIABLE | FACING OPEN | Double Storey Terrace Taman Oakland Fasa 5,Houses,360000,4,3,1466,Seremban,"Feb 13, 02:45",https://www.mudah.my/NEGOTIABLE+FACING+OPEN+Double+Storey+Terrace+Taman+Oakland+Fasa+5-88678077.htm,245.56616643929058
"[FREEHOLD & 6 BEDROOMS] - TAMAN PERDANA COLLEGE HEIGHTS, Pajam",Houses,560000,6,5,2860,Nilai,"Feb 13, 02:40",https://www.mudah.my/+FREEHOLD+6+BEDROOMS+TAMAN+PERDANA+COLLEGE+HEIGHTS+Pajam-88436204.htm,195.8041958041958
"Taman Bagan Kurnia,Lukut,Below Market Value",Houses,210000,3,2,1400,Port Dickson,"Feb 13, 02:31",https://www.mudah.my/Taman+Bagan+Kurnia+Lukut+Below+Market+Value-82105880.htm,150.0
